company,job_title,url,applied_date,tier,score,auto_mode,resume
Unknown,"Forward Deployed Software Engineer, New Grad - US Government",https://www.builtinnyc.com/job/forward-deployed-software-engineer-new-grad-us-government/9738466,2026-06-16,4,0.45,no,0c013b2764630111_resume.pdf
